SUBJECT_CUI,PREDICATE,OBJECT_CUI,frequency,Source,SUBJECT_SEMTYPE,OBJECT_SEMTYPE
C0035668,INTERACTS_WITH,C0035701,85.0,SemMedDB,"bacs,nnon",bacs
C2980094,TREATS,C2239176,85.0,SemMedDB,"orch,phsu",neop
C1522577,TREATS,C0038454,85.0,SemMedDB,hlca,dsyn
C0001655,STIMULATES,C0597513,85.0,SemMedDB,"aapp,gngm",moft
C0013216,TREATS,C0024530,85.0,SemMedDB,topp,dsyn
C0474643,USES,C0051979,85.0,SemMedDB,lbpr,aapp
C0078944,USES,C0026549,85.0,SemMedDB,topp,phsu
C0028128,ASSOCIATED_WITH,C0007222,85.0,SemMedDB,"bacs,inch,phsu",dsyn
C1515075,TREATS,C0337664,85.0,SemMedDB,topp,fndg
C0191925,USES,C1289793,85.0,SemMedDB,topp,medd
C0003195,TREATS,C0034693,85.0,SemMedDB,phsu,mamm
C0042196,USES,C0770694,85.0,SemMedDB,topp,"imft,phsu"
C0009566,COEXISTS_WITH,C0020541,85.0,SemMedDB,patf,dsyn
C1328050,TREATS,C0024305,85.0,SemMedDB,topp,neop
C0936012,USES,C0443354,85.0,SemMedDB,resa,chvf
C0028128,INHIBITS,C0162772,85.0,SemMedDB,"bacs,inch,orch",bacs
C0031638,TREATS,C0242350,85.0,SemMedDB,phsu,dsyn
C0003320,INTERACTS_WITH,C0024518,85.0,SemMedDB,"bacs,imft","aapp,gngm"
C0017337,ASSOCIATED_WITH,C1458155,85.0,SemMedDB,gngm,neop
C1514967,USES,C0180979,85.0,SemMedDB,hlca,medd
C3504495,TREATS,C0030705,85.0,SemMedDB,medd,podg
C0023570,TREATS,C0879626,85.0,SemMedDB,"aapp,phsu",patf
C0034386,TREATS,C5203670,85.0,SemMedDB,topp,dsyn
C0024203,TREATS,C0012634,85.0,SemMedDB,topp,dsyn
C0033144,TREATS,C0008059,85.0,SemMedDB,topp,"aggp,humn"
C1450533,INHIBITS,C0055538,85.0,SemMedDB,orch,gngm
C0332316,TREATS,C0030705,85.0,SemMedDB,topp,podg
C0001962,TREATS,C0337676,85.0,SemMedDB,"orch,phsu",fndg
C0016059,COEXISTS_WITH,C0524909,85.0,SemMedDB,patf,dsyn
C0026018,USES,C1511790,85.0,SemMedDB,lbpr,topp
C0005525,TREATS,C0003873,85.0,SemMedDB,phsu,dsyn
C1443650,TREATS,C0030705,85.0,SemMedDB,phsu,"humn,podg"
C0013227,INTERACTS_WITH,C0034783,85.0,SemMedDB,phsu,aapp
C0002068,COEXISTS_WITH,C0043047,85.0,SemMedDB,orch,inch
C0179874,TREATS,C0034693,85.0,SemMedDB,medd,mamm
C0085612,COEXISTS_WITH,C0022116,85.0,SemMedDB,"dsyn,patf","dsyn,patf"
C0015259,TREATS,C0376387,85.0,SemMedDB,dora,humn
C0005525,TREATS,C0017638,85.0,SemMedDB,phsu,neop
C0033497,TREATS,C0034705,85.0,SemMedDB,"orch,phsu",mamm
C0042210,PREVENTS,C0032285,85.0,SemMedDB,imft,dsyn
C0016904,INHIBITS,C0351745,85.0,SemMedDB,aapp,phsu
C0197402,TREATS,C0030705,85.0,SemMedDB,topp,podg
C0079427,INTERACTS_WITH,C0079419|7157,85.0,SemMedDB,"aapp,gngm","aapp,gngm"
C0019868,PRODUCES,C0162772,85.0,SemMedDB,"biof,orgf",bacs
C0003232,TREATS,C0026591,85.0,SemMedDB,antb,"famg,humn"
C0915342,TREATS,C0030705,85.0,SemMedDB,topp,podg
C0520484,TREATS,C0020114,85.0,SemMedDB,topp,"grup,humn"
C0040808,USES,C0026336,85.0,SemMedDB,"resa,topp",resd
C0543467,TREATS,C0023895,85.0,SemMedDB,topp,dsyn
C0003232,TREATS,C0021390,85.0,SemMedDB,antb,dsyn
C0030788,TREATS,C0007113,85.0,SemMedDB,topp,neop
C0002766,TREATS,C0019557,85.0,SemMedDB,topp,inpo
C0220825,TREATS,C0033011,85.0,SemMedDB,hlca,"humn,popg"
C0019993,USES,C0310255,85.0,SemMedDB,hlca,phsu
C0033684,INTERACTS_WITH,C0009498,85.0,SemMedDB,aapp,aapp
C0872145,TREATS,C0030705,85.0,SemMedDB,topp,podg
C0019080,COEXISTS_WITH,C0039082,85.0,SemMedDB,"fndg,patf",dsyn
C0037812,USES,C0008813,85.0,SemMedDB,lbpr,lbpr
C0022983,TREATS,C1261287,85.0,SemMedDB,topp,patf
C0012544,TREATS,C0015802,85.0,SemMedDB,"opco,phsu",inpo
C0010132,STIMULATES,C0027882,85.0,SemMedDB,aapp,cell
C0001563,TREATS,C0034716,85.0,SemMedDB,topp,mamm
C0012472,TREATS,C0012984,85.0,SemMedDB,"eico,horm,phsu",mamm
C0076829,TREATS,C0001973,85.0,SemMedDB,"orch,phsu",mobd
C1441759,USES,C0076733,85.0,SemMedDB,lbpr,phsu
C0025086,USES,C1441526,85.0,SemMedDB,diap,lbpr
C0935989,TREATS,C0677874,85.0,SemMedDB,"orch,phsu",fndg
C4021734,COEXISTS_WITH,C0030567,85.0,SemMedDB,fndg,dsyn
C1516193,TREATS,C0025266,85.0,SemMedDB,hlca,"humn,popg"
C0021641|3630,DISRUPTS,C0023796,85.0,SemMedDB,aapp,orgf
C0677908,TREATS,C0024143,85.0,SemMedDB,topp,dsyn
C0028128,AUGMENTS,C0012359,85.0,SemMedDB,"bacs,inch,orch",patf
C0028754,COEXISTS_WITH,C0277785,85.0,SemMedDB,dsyn,patf
C0728940,TREATS,C0087086,85.0,SemMedDB,topp,"dsyn,patf"
C0020431,USES,C0001551,85.0,SemMedDB,topp,phsu
C0012634,COEXISTS_WITH,C0277793,85.0,SemMedDB,dsyn,fndg
C0023878,USES,C4699394,85.0,SemMedDB,topp,medd
C0003242,ASSOCIATED_WITH,C0039082,85.0,SemMedDB,aapp,dsyn
C0001962,STIMULATES,C0016904,85.0,SemMedDB,"orch,phsu","aapp,gngm"
C0282549,INTERACTS_WITH,C0007634,85.0,SemMedDB,cell,cell
C0033684,DISRUPTS,C0596290,85.0,SemMedDB,"aapp,bacs",celf
C0038257,TREATS,C0021270,85.0,SemMedDB,medd,"aggp,humn"
C0221198,COEXISTS_WITH,C0030567,85.0,SemMedDB,fndg,dsyn
C0043031,TREATS,C0008059,85.0,SemMedDB,"hops,orch,phsu","aggp,humn"
C0063695,INTERACTS_WITH,C0225336,85.0,SemMedDB,"aapp,gngm",cell
C0023038,TREATS,C0006826,85.0,SemMedDB,topp,neop
C1367307|6774,AUGMENTS,C0040649,85.0,SemMedDB,"aapp,gngm",genf
C4763675,USES,C1134659,85.0,SemMedDB,topp,aapp
C0180153,USES,C1299950,85.0,SemMedDB,medd,mnob
C2926606,INTERACTS_WITH,C0030193,85.0,SemMedDB,clna,sosy
C0032447,COEXISTS_WITH,C0028908,85.0,SemMedDB,"hops,orch","lipd,orch"
C0073194,COEXISTS_WITH,C0043047,85.0,SemMedDB,"irda,orch",inch
C5139976,TREATS,C0030705,85.0,SemMedDB,phsu,podg
C0393080,TREATS,C0021311,85.0,SemMedDB,"orch,phsu",dsyn
C0543467,TREATS,C0008479,85.0,SemMedDB,topp,neop
C1533685,USES,C0005372,85.0,SemMedDB,topp,"orch,phsu"
C0035168,USES,C0150638,85.0,SemMedDB,resa,topp
C4724806,TREATS,C0030705,85.0,SemMedDB,"aapp,imft,phsu",podg
C0543467,TREATS,C0008487,85.0,SemMedDB,topp,neop
C0013227,PREVENTS,C0042963,85.0,SemMedDB,phsu,sosy
C0812222|4193,STIMULATES,C1519751,85.0,SemMedDB,aapp,moft
C1273869,PREVENTS,C0004096,85.0,SemMedDB,hlca,dsyn
C0031727,INTERACTS_WITH,C0041485,85.0,SemMedDB,aapp,aapp
C0012403,INTERACTS_WITH,C0037638,85.0,SemMedDB,"orch,phsu",irda
C0227525,PRODUCES,C0001347,85.0,SemMedDB,cell,aapp
C0040808,TREATS,C0010674,85.0,SemMedDB,topp,dsyn
C0242606,COEXISTS_WITH,C0004096,85.0,SemMedDB,comd,dsyn
C0035139,TREATS,C0042580,85.0,SemMedDB,topp,dsyn
C0038348,PREVENTS,C0149871,85.0,SemMedDB,medd,dsyn
C0017725,COEXISTS_WITH,C0006353,85.0,SemMedDB,"bacs,carb,orch,phsu","bacs,irda,phsu"
C0220908,TREATS,C0019196,85.0,SemMedDB,hlca,dsyn
C0242602,TREATS,C0024299,85.0,SemMedDB,topp,neop
C0010068,COEXISTS_WITH,C0241863,85.0,SemMedDB,dsyn,fndg
C0009253,ASSOCIATED_WITH,C5203670,85.0,SemMedDB,orgf,dsyn
C0114612,INTERACTS_WITH,C0012854,85.0,SemMedDB,aapp,bacs
C0002976,ASSOCIATED_WITH,C0027651,85.0,SemMedDB,bacs,neop
C0001674,USES,C0567415,85.0,SemMedDB,lbpr,elii
C0162801,USES,C0023621,85.0,SemMedDB,mbrt,mnob
C0031809,TREATS,C1257890,85.0,SemMedDB,hlca,humn
C0225828,INTERACTS_WITH,C0007634,85.0,SemMedDB,cell,cell
C0600558,TREATS,C0026764,85.0,SemMedDB,topp,neop
C1263440,USES,C0022877,85.0,SemMedDB,medd,mnob
C0242209,INTERACTS_WITH,C0033684,85.0,SemMedDB,"carb,orch,phsu","aapp,bacs"
C0025598,COEXISTS_WITH,C0544357,85.0,SemMedDB,"orch,phsu",phsu
C0405997,TREATS,C0080032,85.0,SemMedDB,topp,dsyn
C0812198|581,STIMULATES,C0910167,85.0,SemMedDB,"aapp,gngm","aapp,gngm"
C0700292,COEXISTS_WITH,C0520679,85.0,SemMedDB,fndg,dsyn
C0079646,TREATS,C0241863,85.0,SemMedDB,topp,fndg
C0016860,AUGMENTS,C0221102,85.0,SemMedDB,"orch,phsu",phsf
C0033684,PRODUCES,C0035668,85.0,SemMedDB,gngm,"bacs,nnon"
C0002716,ASSOCIATED_WITH,C0002726,85.0,SemMedDB,aapp,dsyn
C0054544,INTERACTS_WITH,C0027882,85.0,SemMedDB,"aapp,gngm",cell
C0012634,COEXISTS_WITH,C0376358,85.0,SemMedDB,dsyn,neop
C0151526,COEXISTS_WITH,C0152150,85.0,SemMedDB,patf,fndg
C0031740,TREATS,C0862889,85.0,SemMedDB,topp,neop
C3494264,ASSOCIATED_WITH,C2239176,85.0,SemMedDB,bacs,neop
C0208355,PRODUCES,C0030956,85.0,SemMedDB,"aapp,gngm",aapp
C0003779,TREATS,C0034694,85.0,SemMedDB,"aapp,horm,phsu",mamm
C0006826,COEXISTS_WITH,C0004364,85.0,SemMedDB,neop,dsyn
C0950151,COEXISTS_WITH,C0032961,85.0,SemMedDB,orgf,orgf
C0233794,COEXISTS_WITH,C0524851,85.0,SemMedDB,mobd,dsyn
C0041236,INTERACTS_WITH,C0243077,85.0,SemMedDB,"aapp,enzy",chvf
C4683810,TREATS,C0030705,85.0,SemMedDB,"aapp,phsu","humn,podg"
C0087111,USES,C0012132,85.0,SemMedDB,topp,"nnon,phsu"
C0030956,AUGMENTS,C0018270,85.0,SemMedDB,aapp,orgf
C0002771,TREATS,C0020114,85.0,SemMedDB,phsu,"grup,humn"
C0018188,COEXISTS_WITH,C0010346,85.0,SemMedDB,patf,dsyn
C0003893,PREVENTS,C0030193,85.0,SemMedDB,topp,sosy
C0699748,COEXISTS_WITH,C0242606,85.0,SemMedDB,patf,comd
C0001962,INTERACTS_WITH,C0013030,85.0,SemMedDB,"orch,phsu","bacs,nsba,orch"
C2744535|969,ASSOCIATED_WITH,C0400966,85.0,SemMedDB,aapp,dsyn
C0012854,STIMULATES,C0017337,85.0,SemMedDB,bacs,gngm
C1515075,TREATS,C0011847,85.0,SemMedDB,topp,dsyn
C0021655,COEXISTS_WITH,C0242339,85.0,SemMedDB,patf,dsyn
C0009244,TREATS,C0751249,85.0,SemMedDB,topp,dsyn
C0011079,TREATS,C0012634,85.0,SemMedDB,topp,dsyn
C0027875,ASSOCIATED_WITH,C0149925,85.0,SemMedDB,"aapp,gngm",neop
C0026606,PREVENTS,C0011847,85.0,SemMedDB,dora,dsyn
C0020557,COEXISTS_WITH,C0242339,85.0,SemMedDB,"dsyn,fndg",dsyn
C0033607,TREATS,C0019682,85.0,SemMedDB,"bacs,phsu",virs
C0288672,INHIBITS,C0016011,85.0,SemMedDB,"aapp,phsu","aapp,gngm"
C0543467,TREATS,C0559876,85.0,SemMedDB,topp,inpo
C0027410,TREATS,C0034693,85.0,SemMedDB,phsu,mamm
C0007634,INTERACTS_WITH,C0017471,85.0,SemMedDB,cell,cell
C1368019,COEXISTS_WITH,C0027651,85.0,SemMedDB,neop,neop
C0009818,TREATS,C0012634,85.0,SemMedDB,hlca,dsyn
C0004611,PRODUCES,C0002607,85.0,SemMedDB,bact,bacs
C0038493,TREATS,C0030705,85.0,SemMedDB,prog,podg
C0009429,TREATS,C0026764,85.0,SemMedDB,topp,neop
C0523459,USES,C0040676,85.0,SemMedDB,lbpr,aapp
C0023413,TREATS,C0494165,85.0,SemMedDB,"orch,phsu",neop
C0001175,COEXISTS_WITH,C0019693,85.0,SemMedDB,dsyn,dsyn
C0033684,ASSOCIATED_WITH,C0175677,85.0,SemMedDB,"aapp,gngm",inpo
C1273869,TREATS,C1332836,85.0,SemMedDB,hlca,sosy
C0724633,TREATS,C0030705,85.0,SemMedDB,"orch,phsu","humn,podg"
C0057144,TREATS,C0014118,85.0,SemMedDB,"aapp,antb",dsyn
C0011991,COEXISTS_WITH,C0085393,85.0,SemMedDB,sosy,fndg
C0543467,TREATS,C0014474,85.0,SemMedDB,topp,neop
C0677962,TREATS,C0007097,85.0,SemMedDB,topp,neop
C0728940,TREATS,C0521158,85.0,SemMedDB,topp,neop
C0162801,USES,C1328856,85.0,SemMedDB,"lbpr,mbrt",lbpr
C0015576,USES,C1705920,85.0,SemMedDB,famg,clas
C0079603,USES,C0016263,85.0,SemMedDB,lbpr,lbpr
C0574032,STIMULATES,C0005823,85.0,SemMedDB,topp,orgf
C0036720,TREATS,C0026809,85.0,SemMedDB,"aapp,phsu",mamm
C0087111,USES,C0042226,85.0,SemMedDB,topp,medd
C0033684,ASSOCIATED_WITH,C0039082,85.0,SemMedDB,"aapp,bacs,gngm",dsyn
C0210657,TREATS,C0812413,85.0,SemMedDB,"orch,phsu",neop
C0001551,TREATS,C1512441,85.0,SemMedDB,"imft,phsu",neop
C0010467,PREVENTS,C0021368,85.0,SemMedDB,"orch,phsu",patf
C0022984,INTERACTS_WITH,C0007634,85.0,SemMedDB,"aapp,gngm",cell
C0936012,USES,C1139930,85.0,SemMedDB,resa,medd
C1145670,COEXISTS_WITH,C5203670,85.0,SemMedDB,dsyn,dsyn
C0026019,USES,C1719039,85.0,SemMedDB,lbpr,lbpr
C0029468,TREATS,C0019555,85.0,SemMedDB,topp,"cgab,dsyn"
C0019693,COEXISTS_WITH,C0001175,85.0,SemMedDB,dsyn,dsyn
C0061863,PREVENTS,C0027497,85.0,SemMedDB,"orch,phsu",sosy
C0014264,STIMULATES,C0021760,85.0,SemMedDB,"carb,hops","aapp,gngm,imft"
C0040398,USES,C0002520,85.0,SemMedDB,diap,phsu
C0389169,TREATS,C0030705,85.0,SemMedDB,"antb,orch,phsu",podg
C0040145,TREATS,C0020550,85.0,SemMedDB,topp,dsyn
C0038317,INTERACTS_WITH,C0597357,85.0,SemMedDB,"orch,strd","aapp,gngm"
C1825598,ASSOCIATED_WITH,C0007222,85.0,SemMedDB,gngm,dsyn
C0029468,TREATS,C0034493,85.0,SemMedDB,topp,mamm
C0199176,TREATS,C0871463,85.0,SemMedDB,topp,podg
C0850292,TREATS,C0006142,85.0,SemMedDB,topp,neop
C0001047,DISRUPTS,C0007587,85.0,SemMedDB,"aapp,phsu",celf
C0917872,USES,C0001924,85.0,SemMedDB,topp,aapp
C0013216,TREATS,C0279000,85.0,SemMedDB,topp,neop
C0031740,USES,C1130428,85.0,SemMedDB,topp,phsu
C0009429,USES,C0021747,85.0,SemMedDB,topp,"aapp,phsu"
C0150141,USES,C1442416,85.0,SemMedDB,topp,medd
C0040808,USES,C0025241,85.0,SemMedDB,"resa,topp","aapp,phsu"
C0282493,TREATS,C0027651,85.0,SemMedDB,topp,neop
C0079603,USES,C0181909,85.0,SemMedDB,lbpr,medd
C0796679,TREATS,C0861876,85.0,SemMedDB,topp,neop
C0015011,TREATS,C0030705,85.0,SemMedDB,"horm,phsu","humn,podg"
C3657270,TREATS,C0025202,85.0,SemMedDB,"aapp,phsu",neop
C0021083,TREATS,C0007097,85.0,SemMedDB,topp,neop
C0015421,TREATS,C0027092,85.0,SemMedDB,medd,dsyn
C0003232,TREATS,C0206171,85.0,SemMedDB,antb,dsyn
C0042866,ASSOCIATED_WITH,C0003873,85.0,SemMedDB,"phsu,strd",dsyn
C0220892,TREATS,C0348148,85.0,SemMedDB,"antb,orch",dsyn
C1367601|5327,STIMULATES,C0031715,85.0,SemMedDB,aapp,moft
C0087111,USES,C0013254,85.0,SemMedDB,topp,phsu
C0038969,TREATS,C0034693,85.0,SemMedDB,medd,mamm
C0087111,TREATS,C0282193,85.0,SemMedDB,topp,dsyn
C0003765,STIMULATES,C0017687,85.0,SemMedDB,"aapp,bacs","aapp,gngm"
C0001962,STIMULATES,C0041004,85.0,SemMedDB,orch,bacs
C0008972,USES,C1171218,85.0,SemMedDB,resa,topp
C0184661,COEXISTS_WITH,C0034618,85.0,SemMedDB,hlca,topp
C0428880,COEXISTS_WITH,C0005823,85.0,SemMedDB,ortf,orgf
C0257634,TREATS,C0030705,85.0,SemMedDB,"aapp,phsu",podg
C1366832|51761,INTERACTS_WITH,C0034836,85.0,SemMedDB,aapp,aapp
C0009566,COEXISTS_WITH,C0003873,85.0,SemMedDB,patf,dsyn
C0028040,INTERACTS_WITH,C0013227,85.0,SemMedDB,"hops,orch,phsu",phsu
C0023822,COEXISTS_WITH,C0008377,85.0,SemMedDB,bacs,"bacs,strd"
C2921039,TREATS,C0026266,85.0,SemMedDB,topp,"dsyn,patf"
C0752312,INTERACTS_WITH,C0243077,85.0,SemMedDB,"aapp,enzy",chvf
C0006675,INHIBITS,C0020063|5741,85.0,SemMedDB,"bacs,elii","aapp,gngm"
C0389071,ASSOCIATED_WITH,C0004153,85.0,SemMedDB,"aapp,bacs",dsyn
C0029468,TREATS,C0205653,85.0,SemMedDB,topp,"aggp,humn"
C0196394,TREATS,C0278147,85.0,SemMedDB,topp,sosy
C0030899,TREATS,C0021775,85.0,SemMedDB,"orch,phsu",dsyn
C0399995,TREATS,C0030705,85.0,SemMedDB,topp,podg
C1134535,TREATS,C0030705,85.0,SemMedDB,"aapp,phsu",podg
C0815170,TREATS,C0030705,85.0,SemMedDB,dora,"humn,podg"
C0040233,TREATS,C0017612,85.0,SemMedDB,"orch,phsu",dsyn
C0039771,STIMULATES,C0001455,85.0,SemMedDB,"bacs,orch,phsu",bacs
C0087111,TREATS,C0432487,85.0,SemMedDB,topp,"neop,patf"
C0087111,TREATS,C0263912,85.0,SemMedDB,topp,dsyn
C0030551,INTERACTS_WITH,C0030705,85.0,SemMedDB,"famg,humn","humn,podg"
C0003241,INTERACTS_WITH,C0027021,85.0,SemMedDB,aapp,aapp
C0087111,USES,C0056036,85.0,SemMedDB,topp,phsu
C0087111,TREATS,C0032326,85.0,SemMedDB,topp,dsyn
C0162648,TREATS,C0008679,85.0,SemMedDB,hlca,dsyn
C1566558,COEXISTS_WITH,C0013227,85.0,SemMedDB,bacs,phsu
C0543467,TREATS,C0040822,85.0,SemMedDB,topp,sosy
C0029468,TREATS,C0042282,85.0,SemMedDB,topp,"anab,fndg"
C0007876,TREATS,C0860096,85.0,SemMedDB,topp,fndg
C0260239,USES,C0024868,85.0,SemMedDB,diap,lbpr
C0184661,TREATS,C0022661,85.0,SemMedDB,"hlca,topp",dsyn
C0007634,PRODUCES,C1519315,85.0,SemMedDB,cell,bacs
C1099354,INTERACTS_WITH,C0164786|207,85.0,SemMedDB,"bacs,nnon","aapp,enzy,gngm"
C1533685,TREATS,C0006826,85.0,SemMedDB,topp,neop
C1511790,TREATS,C0011847,85.0,SemMedDB,topp,dsyn
C1367731|5599,STIMULATES,C0752312,85.0,SemMedDB,"aapp,gngm","aapp,gngm"
C0087111,USES,C0062095,85.0,SemMedDB,topp,phsu
C0001026,INTERACTS_WITH,C0015684,85.0,SemMedDB,bacs,"bacs,orch"
C0021735|3439,TREATS,C0030705,85.0,SemMedDB,"aapp,imft,phsu","humn,podg"
C0021084,TREATS,C0006826,85.0,SemMedDB,"imft,phsu",neop
C0015689,INHIBITS,C0041004,85.0,SemMedDB,"bacs,lipd,orch,phsu",bacs
C0017337,ASSOCIATED_WITH,C0014175,85.0,SemMedDB,gngm,dsyn
C0150312,COEXISTS_WITH,C0008679,85.0,SemMedDB,fndg,dsyn
C1304888,TREATS,C0008059,85.0,SemMedDB,topp,aggp
C0022864,COEXISTS_WITH,C0028641,85.0,SemMedDB,orgf,orgf
C0031809,TREATS,C0237401,85.0,SemMedDB,hlca,humn
C0009085,USES,C0017296,85.0,SemMedDB,resa,topp
C0245514,TREATS,C0011860,85.0,SemMedDB,"orch,phsu",dsyn
C0021107,TREATS,C0086582,85.0,SemMedDB,topp,"humn,orga,popg"
C0002766,TREATS,C0877373,85.0,SemMedDB,topp,neop
C0132555,INHIBITS,C0028128,85.0,SemMedDB,aapp,"bacs,inch,orch"
C0014355,PRODUCES,C0036751,85.0,SemMedDB,cell,"bacs,nsba"
C0087111,TREATS,C0020040,85.0,SemMedDB,topp,sosy
C0358321,TREATS,C0030705,85.0,SemMedDB,"aapp,imft,phsu","humn,podg"
C0192352,TREATS,C0030705,85.0,SemMedDB,topp,podg
C0021107,USES,C0115137,85.0,SemMedDB,topp,phsu
C0079460,STIMULATES,C0024432,85.0,SemMedDB,aapp,cell
C0972232|26291,INTERACTS_WITH,C0017725,85.0,SemMedDB,"aapp,gngm",bacs
C0007584,USES,C0181168,85.0,SemMedDB,lbpr,medd
C0019004,TREATS,C0011847,85.0,SemMedDB,topp,dsyn
C0534628,DISRUPTS,C0018270,85.0,SemMedDB,"aapp,phsu",orgf
C0270611,COEXISTS_WITH,C0012634,85.0,SemMedDB,inpo,dsyn
C0025519,ASSOCIATED_WITH,C0011847,85.0,SemMedDB,orgf,dsyn
C0015506|1351,TREATS,C0019069,85.0,SemMedDB,"aapp,phsu",dsyn
C0032172,AUGMENTS,C0079043,85.0,SemMedDB,"imft,lipd",ortf
C1511790,USES,C0022487,85.0,SemMedDB,topp,antb
C0023610|2796,STIMULATES,C0733758|6046,85.0,SemMedDB,"aapp,phsu","aapp,gngm"
C0031765,USES,C0121300,85.0,SemMedDB,topp,"orch,phsu"
C0011306,PRODUCES,C0021758,85.0,SemMedDB,cell,aapp
C0030193,COEXISTS_WITH,C0457949,85.0,SemMedDB,sosy,"dsyn,fndg"
C0001617,TREATS,C0029408,85.0,SemMedDB,"horm,orch,phsu",dsyn
C0021079,TREATS,C0021390,85.0,SemMedDB,topp,dsyn
C0028128,DISRUPTS,C0042396,85.0,SemMedDB,bacs,ortf
C0017337,ASSOCIATED_WITH,C1269683,85.0,SemMedDB,gngm,mobd
C0025677,TREATS,C0599755,85.0,SemMedDB,"orch,phsu",popg
C0042019,TREATS,C0030705,85.0,SemMedDB,topp,podg
C0007412,ASSOCIATED_WITH,C0031511,85.0,SemMedDB,"bacs,nsba,orch",neop
C0038838,STIMULATES,C0162772,85.0,SemMedDB,"aapp,gngm,phsu",bacs
C0064566,INTERACTS_WITH,C0359916,85.0,SemMedDB,aapp,orch
C0581396,TREATS,C0030705,85.0,SemMedDB,medd,podg
C0599685,TREATS,C0008059,85.0,SemMedDB,phsu,"aggp,humn"
C0087111,USES,C0037668,85.0,SemMedDB,topp,aapp
C0004153,COEXISTS_WITH,C0020538,85.0,SemMedDB,dsyn,dsyn
C0087086,COEXISTS_WITH,C0002940,85.0,SemMedDB,"dsyn,patf","anab,patf"
C0006772,DISRUPTS,C0031715,85.0,SemMedDB,"aapp,bacs,gngm",moft
C0017337,INTERACTS_WITH,C0017817,85.0,SemMedDB,gngm,"aapp,bacs"
C1176309,DISRUPTS,C0018270,85.0,SemMedDB,"orch,phsu",orgf
C0543467,TREATS,C2239176,85.0,SemMedDB,topp,neop
C0012737,TREATS,C0014859,85.0,SemMedDB,topp,neop
C0008679,DISRUPTS,C0030281,85.0,SemMedDB,dsyn,cell
C1708063,USES,C0013227,85.0,SemMedDB,topp,phsu
C0030193,COEXISTS_WITH,C0018681,85.0,SemMedDB,sosy,sosy
C0087111,TREATS,C0155789,85.0,SemMedDB,topp,dsyn
C0007634,PRODUCES,C0034809,85.0,SemMedDB,cell,aapp
C2603343,USES,C3850024,85.0,SemMedDB,resa,topp
C0021107,TREATS,C0004611,85.0,SemMedDB,topp,bact
C0023977,COEXISTS_WITH,C0087111,85.0,SemMedDB,hlca,topp
C0002598,TREATS,C0018801,85.0,SemMedDB,"orch,phsu",dsyn
C0001527,PRODUCES,C0299583,85.0,SemMedDB,tisu,aapp
C0087111,TREATS,C1527311,85.0,SemMedDB,topp,dsyn
C0917927,TREATS,C0853879,85.0,SemMedDB,topp,neop
C0023837,PRODUCES,C0023546,85.0,SemMedDB,"aapp,gngm","bacs,eico"
C0006772,INTERACTS_WITH,C0033684,85.0,SemMedDB,"aapp,bacs",aapp
C0016610,TREATS,C0021311,85.0,SemMedDB,"antb,opco",dsyn
C0000975,TREATS,C0043210,85.0,SemMedDB,"orch,phsu",popg
C0286651,TREATS,C0010054,85.0,SemMedDB,phsu,dsyn
C0013227,TREATS,C0015672,85.0,SemMedDB,phsu,sosy
C0022322,TREATS,C0012984,85.0,SemMedDB,"orch,phsu",mamm
C0596087,TREATS,C0278678,85.0,SemMedDB,"bacs,phsu",neop
C0039593,USES,C0005978,85.0,SemMedDB,resa,medd
C0384648,ASSOCIATED_WITH,C0003873,85.0,SemMedDB,"aapp,gngm",dsyn
C0178487,TREATS,C0030705,85.0,SemMedDB,"orch,phsu",podg
C0019204,COEXISTS_WITH,C0019163,85.0,SemMedDB,neop,dsyn
C0936012,USES,C0079595,85.0,SemMedDB,resa,topp
C0422202,TREATS,C0041296,85.0,SemMedDB,hlca,dsyn
C0289779,TREATS,C0030705,85.0,SemMedDB,"orch,phsu",podg
C0021641,INTERACTS_WITH,C0019932,85.0,SemMedDB,"aapp,horm,phsu",horm
C1527144,PREVENTS,C0879626,85.0,SemMedDB,hlca,patf
C0003286,INTERACTS_WITH,C0006949,85.0,SemMedDB,phsu,"orch,phsu"
C0087111,TREATS,C0449911,85.0,SemMedDB,topp,orga
C0009325,PRODUCES,C0033384,85.0,SemMedDB,gngm,"aapp,enzy"
C0872278,TREATS,C0007222,85.0,SemMedDB,topp,dsyn
C1305923,INTERACTS_WITH,C0012854,85.0,SemMedDB,aapp,bacs
C0011900,USES,C0006290,85.0,SemMedDB,hlca,diap
C0087111,USES,C0376218,85.0,SemMedDB,topp,phsu
C1720825,TREATS,C0021390,85.0,SemMedDB,topp,dsyn
C0028128,INHIBITS,C0038836,85.0,SemMedDB,"bacs,inch,orch",elii
C0029016,ASSOCIATED_WITH,C0242379,85.0,SemMedDB,gngm,neop
C0339897,TREATS,C0016059,85.0,SemMedDB,topp,patf
C0035668,DISRUPTS,C0040649,85.0,SemMedDB,"bacs,nnon",genf
C0033684,INTERACTS_WITH,C0037638,85.0,SemMedDB,"aapp,bacs",irda
C0006644,TREATS,C0021289,85.0,SemMedDB,"orch,phsu","aggp,humn"
C0004482,TREATS,C0026769,85.0,SemMedDB,"orch,phsu",dsyn
C0243192,INTERACTS_WITH,C0034826,85.0,SemMedDB,phsu,aapp
C0002766,TREATS,C0029408,85.0,SemMedDB,topp,dsyn
C0021368,COEXISTS_WITH,C0011884,85.0,SemMedDB,patf,dsyn
C1511790,USES,C0009170,85.0,SemMedDB,topp,phsu
