SUBJECT_CUI,OBJECT_CUI
C0034665,C0003969
C0939237,C1959799
C0028741,C0019202
C0025405,C0002171
C0040979,C0153225
C2721771,C0268821
C0024002,C1444855
C0025033,C1761609
C0165032,C0008049
C4287804,C0035435
C0060483,C0039133
C1881129,C0016436
C0008425,C0271693
C0053817,C0242584
C4522682,C0024286
C0937917,C0006444
C0038633,C0033860
C2343589,C0029077
C1268567,C0009324
C4079805,C0155862
C0085379,C1719906
C0540776,C0003868
C0142825,C0027662
C0033493,C1260899
C0002412,C4288754
C0754659,C0585362
C0003308,C0221023
C0028027,C0041321
C0140610,C0003962
C0015620,C0153256
C0025386,C0585362
C3501434,C0010417
C0030863,C0342985
C0301366,C0261486
C0025242,C0023895
C0893761,C0012546
C0054235,C0149922
C0039542,C0234978
C0070093,C0085649
C3536880,C0016665
C0002679,C0013428
C0771655,C0341439
C0063841,C0002066
C0020336,C0007115
C0216784,C0151907
C0071132,C0032617
C0962603,C0270736
C1664205,C0029134
C0016564,C0275665
C0040382,C0022104
C2698385,C1260880
C0050403,C0023461
C0039834,C2973725
C0085217,C1282500
C1098510,C0013404
C0376607,C0008526
C0025387,C0149911
C4049065,C0019069
C0012525,C0029076
C0008161,C0042900
C0965390,C0085166
C0012544,C0032064
C4519167,C0684275
C0077071,C0423234
C0001641,C0542269
C0642228,C0024198
C0074246,C1704431
C0171302,C0342257
C0136123,C0006848
C0070895,C0877445
C0526371,C0238067
C0085173,C1692886
C4317244,C0027849
C3490348,C0032797
C1506770,C1561643
C0066928,C0042133
C4731850,C0020501
C0012381,C0178416
C0770560,C0031511
C0003367,C0233494
C0061366,C1997351
C0753183,C0039621
C0772056,C0027051
C0076456,C0042548
C0012963,C0276587
C0040976,C0155919
C4519114,C0014544
C0076653,C0156393
C1831731,C0021099
C0077089,C0004245
C2933904,C0155862
C0025042,C0271638
C0066700,C0033893
C0031979,C0016167
C2348248,C0405580
C0072980,C0220756
C4542172,C0041321
C0059862,C0009663
C0038425,C1142536
C0027396,C0029396
C0025029,C0013595
C0042866,C0012734
C0123043,C0036421
C0167117,C0349506
C0031411,C0027051
C0008286,C0040558
C0031453,C0395818
C0002499,C0038437
C0120446,C0346974
C3896940,C0263678
C0003143,C0155814
C0032483,C0008533
C0753287,C0034063
C0079466,C0085166
C1144403,C0020594
C0060276,C0008312
C4507568,C0030809
C0949665,C0006267
C3899947,C0745138
C0937846,C1269683
C0033568,C0019156
C0003442,C1561643
C4740904,C0028734
C0057992,C0007785
C0162758,C1264606
C0076126,C1536220
C0002272,C0013369
C0030557,C0019348
C0007080,C0153246
C0873165,C0019189
C0034261,C0153188
C0058371,C1142276
C0059752,C0024591
C0032623,C0020479
C0040165,C0012739
C0600296,C0016034
C0072916,C0019061
C0879427,C0041466
C0050521,C0267919
C2719767,C0036285
C0008793,C0006114
C0028073,C0042870
C0030557,C0919659
C0056519,C0016204
C0028116,C0017665
C2986924,C0159020
C0012963,C0013369
C0537270,C1561828
C0379135,C0030590
C1619966,C2316304
C1871526,C0235063
C4055433,C0271568
C0907349,C0022972
C1957370,C0085436
C1696547,C0271093
C0077274,C0275794
C0304509,C0004153
C0030049,C0010543
C4740904,C2363973
C0051113,C0036202
C0022267,C0149893
C0002563,C0008049
C0073371,C1263846
C2932486,C0038013
C3885068,C0151721
C0025677,C0024419
C0005330,C1274321
C0017687,C0040185
C0021246,C0559470
C0069833,C1536220
C3264621,C0039520
C0795712,C0002390
C0015772,C0267176
C0065636,C0004945
C0014987,C0598608
C0030576,C0035344
C1700695,C0242350
C0014963,C0268490
C0070525,C0151714
C0053111,C0036830
C1739768,C0236830
C0059668,C0024138
C4224790,C2363973
C0009968,C0036916
C0052430,C0011630
C1101148,C0333519
C0039286,C0040252
C0040987,C0039263
C0055568,C1135868
C0535459,C0029077
C0031469,C5203670
C0034261,C0022660
C0028978,C0751362
C3652699,C0038218
C0009214,C3203356
C0717550,C0270846
C0521942,C0152486
C0026259,C0272322
C1831731,C0242383
C0032825,C0155880
C0060240,C4302554
C0040615,C0338396
C0009002,C0851578
C0070585,C0012739
C0035339,C0393735
C0003448,C0341439
C0076195,C0860594
C0022860,C0037769
C0039644,C0004352
C0012963,C0036690
C0017718,C0037199
C0063841,C0011882
C0070592,C0238080
C0020934,C0018213
C0018304,C0042963
C0935929,C0234974
C0070093,C0023976
C0078956,C0311375
C0663448,C0151874
C0003440,C0022081
C0666079,C0027424
C0023586,C0008325
C0650607,C0014869
C0056835,C0038325
C0079466,C0029134
C0072828,C0349636
C0879427,C0009769
C0007554,C0026946
C0028735,C0020437
C0002164,C0003467
C0076189,C0005684
C0013030,C0031946
C0059874,C0027873
C0066928,C0038454
C0048897,C0042384
C0851342,C0033038
C0000545,C0029456
C1174995,C0006267
C0010192,C0155866
C5139717,C0033038
C0016610,C0020503
C1541483,C0021670
C4724806,C0678236
C0060825,C0600177
C0051809,C0024894
C0068980,C0005716
C0055461,C0025281
C1135135,C1563054
C0007047,C0020474
C0301527,C0263338
C0050451,C0406326
C0011824,C0001261
C0007561,C0268381
C3181682,C0878773
C1516119,C0001261
C0071304,C0264716
C0025497,C0029401
C0076829,C1527407
C0529793,C0026918
C2933912,C3839346
C0040209,C0949083
C0301373,C0043515
C0002412,C0035435
C1957370,C0036271
C0058978,C0850149
C0020268,C0412842
C1099677,C0039685
C1956497,C0302592
C4524703,C0406486
C0057144,C0006181
C0004057,C0342257
C0383429,C0085438
C0525678,C0004945
C0025810,C1318973
C3177235,C0153246
C0937851,C0039614
C0032825,C0406326
C0041014,C0042548
C2343589,C0856695
C1512474,C1112709
C0014432,C0027404
C0042679,C0014869
C0021734,C0014179
C0021658,C0235267
C0541746,C0342907
C0072865,C0151714
C0108111,C0264490
C0070455,C0235950
C0009026,C3661921
C1956497,C0033246
C0040377,C0917799
C0126177,C0027765
C0020934,C1140680
C0037134,C0020619
C0206255,C0019187
C0006055,C0221013
C0546859,C0029456
C0012050,C0398775
C0077163,C0263678
C3852671,C0085438
C0116074,C0016436
C1570906,C0010481
C0054040,C4275067
C0017718,C0276758
C0286819,C0020550
C0016410,C0270846
C0018026,C0039445
C0028365,C0585442
C0021186,C0282193
C0018927,C0271638
C0006405,C0001264
C0066412,C0585362
C0521941,C0010692
C2353951,C0079744
C4084478,C0022951
C0055339,C0002438
C2348248,C0008489
C3490348,C0175167
C0081787,C0342827
C0074568,C0022408
C0573951,C0022104
C0068485,C0524688
C0053792,C1142276
C0059506,C0010709
C0537147,C1274323
C0065841,C0002792
C0001962,C0039445
C0036078,C0030528
C0007716,C0398623
C0733758,C0037383
C0068897,C0026857
C1722685,C0025281
C0108124,C0855112
C3659266,C0267509
C2917359,C0008325
C0003204,C0043117
C4746084,C0019158
C0961781,C0019088
C0003211,C0007785
C0060277,C0205944
C0025760,C0341503
C0048897,C0036992
C0287721,C1761609
C0012066,C0040021
C0069610,C0349009
C0003524,C0153027
C4726677,C0341106
C3489748,C2887096
C1619629,C0023440
C0007077,C0018378
C0606070,C0271568
C3255208,C0153193
C4049065,C0010308
C0540694,C0412842
C0014432,C0268490
C0037537,C0029882
C0353697,C0011854
C0058371,C0007780
C3179535,C0349506
C1873633,C0342751
C3264621,C1328252
C0050559,C0520909
C3179535,C0564750
C0040341,C0020635
C0041040,C0007947
C0074493,C0031350
C0249582,C0007102
C3885614,C0184567
C0040263,C0004943
C0016366,C0154841
C2744790,C1336827
C2353244,C0856695
C0009026,C0038463
C1321596,C0085413
C0207683,C0278140
C4682397,C0032305
C0013036,C0149985
C0032601,C0206754
C4050579,C0003467
C0005025,C0034494
C0666079,C0024110
C0700599,C0037274
C4519292,C0153467
C0591251,C0085606
C0003209,C0151740
C0027373,C0036830
C0033567,C0024530
C0393080,C0339317
C0038675,C0041318
C1876226,C0042109
C0001040,C1828079
C0039512,C0037383
C2604635,C0042487
C0527129,C0275979
C0021081,C0311375
C0063041,C0030809
C0057257,C0040259
C0032375,C0020179
C0015491,C0038363
C0014810,C0040921
C0055896,C2733598
C0012802,C0494475
C2698280,C0010930
C0007561,C0014547
C0242912,C0154301
C0055147,C0017531
C4033447,C0022575
C0146224,C0024534
C0011185,C0205944
C3714801,C0035328
C0009279,C1283620
C0039623,C0392171
C0071074,C0021775
C0050436,C0022660
C2746078,C1145670
C0033511,C0241705
C0043491,C0029434
C0059862,C0079773
C1579410,C0034155
C0027353,C0026948
C0286382,C0347176
C0024977,C0009768
C1176316,C0032533
C3818700,C0278987
C0003209,C0018671
C0017797,C0028326
C0006466,C0149526
C2926735,C1536220
C0034417,C1739363
C0028978,C0577690
C0060389,C0020626
C3854019,C0006287
C0012145,C0559470
C0042071,C0040028
C0006834,C0034686
C3272698,C0031572
C1120386,C0009663
C0008196,C0025218
C0389169,C0027927
C0725101,C0042900
C0039623,C1275684
C0756081,C0268108
C0006376,C0860594
C0076275,C0030409
C0003451,C0572583
C0040613,C1541061
C1831796,C0023461
C0040869,C0023443
C0065199,C0015503
C0041098,C0679225
C0103045,C3661933
C2980074,C0038358
C0016564,C0006181
C0006982,C1260710
C3501434,C0007787
C0070093,C0153594
C0005098,C0686510
C2931926,C0339143
C0281351,C0151907
C0603972,C0339170
C0012383,C0001207
C3852920,C0241705
C2828290,C0025281
C0208216,C0013922
C0025603,C0014013
C0033228,C0278701
C0252643,C0040264
C0301304,C0267167
C0076829,C0041228
C0032601,C0032914
C4049065,C1292758
C0031447,C0042376
C0013618,C0007129
C4310440,C0850149
C0006466,C2960008
C0130137,C0019243
C2183766,C0553576
C2987430,C4275067
C0051809,C0042373
C0053230,C0269398
C0039834,C2711653
C0000983,C0006666
C0540776,C0020474
C0064870,C0037195
C4079854,C0014356
C2364481,C0041228
C0663241,C0241310
C0003524,C0087086
C1872427,C0270327
C0042291,C0342751
C0013832,C1274321
C0068475,C0151636
C4317155,C5203670
C4044947,C0002792
C0055900,C0019202
C0077497,C0917799
C0145185,C1959799
C0005308,C0002874
C0015837,C0342257
C2713008,C0343386
C2606637,C0239295
C0057678,C0004604
C0002421,C0038166
C0008809,C1276801
C0025387,C0274726
C0007557,C0856695
C0078839,C0011860
C4550351,C0346993
C0018061,C2711256
C2825622,C0919659
C0073601,C0149911
C3713906,C0029442
C0039245,C0038325
C4055417,C0038463
C1136254,C0011882
C0011707,C0021670
C0037537,C0262399
C0022642,C0271066
C1567130,C0036285
C3885145,C0040560
C0025815,C0401160
C0534191,C0152946
C2931927,C0231403
C0074568,C0006277
C0003779,C0009769
C0016298,C0016204
C0026388,C0029453
C0301527,C0275550
C0061387,C0393819
C0011786,C2363973
C0077004,C0043167
C0244713,C1112709
C0108121,C0423775
C0039955,C1960764
C0071324,C0268490
C0006863,C3875286
C3652852,C3854116
C3896714,C0004352
C0033254,C0020445
C0053284,C0151908
C0002607,C0729524
C0003596,C0008312
C0038880,C0563269
C0073379,C0034686
C0055729,C1319317
C4086264,C0156677
C0085170,C0085610
C1999375,C0153254
C0019593,C0002994
C0055904,C0023487
C0003308,C1274988
C0013227,C0004604
C0717537,C0311375
C2607886,C0267390
C0281351,C0349009
C0020404,C0033578
C0076705,C0018889
C2742797,C0152945
C0069760,C0000821
C4042342,C0014549
C0025603,C0155862
C0600901,C0272286
C0014938,C0154301
C0024778,C0746102
C0534191,C0005586
C3854019,C0269285
C0016368,C0013922
C0165032,C0024110
C4519167,C0035435
C4301781,C0037195
C0673966,C0153193
C0000473,C0022073
C0026388,C0035412
C3700399,C0030783
C0007404,C1997351
C4301781,C1112709
C0037508,C0008526
C0034665,C0031090
C0074493,C0022658
C4310256,C0338908
C4724806,C0034067
C0023566,C0349734
C0538927,C0018801
C0287721,C1719906
C0795575,C0700345
C0663182,C0008049
C1696547,C0010200
C1142985,C0406486
C0070709,C0007785
C4309207,C0033975
C3653146,C2267227
C4519537,C0040252
C0044401,C0009319
C3489764,C1112486
C0027360,C0730285
C0002697,C0040560
C1999375,C0040921
C2828299,C1609535
C2001271,C0031485
C0023791,C0276754
C0030040,C0010380
C0527189,C0027424
C0126777,C0008513
C0033567,C0011881
C0874161,C0031572
C0014987,C0729772
C0085259,C0025202
C0025152,C0006848
C4519273,C0025202
C0770560,C0338437
C2698220,C2267227
C0041660,C0036271
C0066005,C0008489
C0008996,C0272293
C1176315,C0027765
C0025405,C0348868
C0024472,C0002962
C0534191,C0520577
C1445578,C0948089
C0008281,C0456107
C4310440,C0034069
C1690432,C1306632
C0354100,C0002874
C0301374,C0003177
C0533545,C0009766
C2348593,C0010043
C0031937,C0003969
C3536876,C0039503
C0057258,C0028734
C0123931,C1800706
C4524703,C0008049
C4049146,C0858321
C0074568,C0016167
C0036557,C0345904
C0018034,C0006266
C0002007,C0043352
C0074769,C0520676
C0003191,C0030758
C0015837,C0085096
C4688584,C0919659
C0012472,C0162836
C0012093,C0040896
C0042105,C2239176
C2348248,C0022577
C0969589,C0034065
C0050393,C0023052
C0016860,C0339959
C0102118,C0340970
C3652612,C0457949
C0007550,C0403398
C2825682,C0033581
C0079856,C0019212
C3658706,C0006840
C2983876,C0019342
C2930696,C0027765
C1302054,C0042998
C0011185,C0155213
C0002607,C0029076
C0012968,C0456107
C0058379,C0872054
C0005311,C0019099
C0037537,C0040560
C0116074,C0040997
C0032613,C0220989
C4548848,C0346974
C0032911,C0085681
C1690432,C0264714
C1258800,C0030528
C1453642,C0034013
C0527379,C0034063
C0127615,C0521173
C0907402,C0155213
C0028978,C0006444
C0387288,C0011881
C5139676,C0014742
C0062648,C0024301
C0013232,C0024449
C0052432,C0349734
C1566826,C0037299
C0003641,C0007820
C3657270,C0263338
C1611640,C0040460
C0001465,C0152486
C0302583,C0339317
C1948068,C0017536
C0038880,C0733682
C0057992,C0079744
C0014582,C1301363
C0971579,C0029118
C1137427,C0029453
C0038148,C0234974
C4045491,C1997351
C0014987,C0011581
C0005578,C0024141
C0003241,C3536984
C0000378,C0002831
C0020934,C0033246
C1328071,C0729586
C0040108,C0006849
C0006886,C0339143
C0016860,C1632842
C4505508,C0243001
C0003280,C0025202
C0971023,C0339959
C0000983,C0677659
C0909381,C0740394
C0035629,C2316212
C1718097,C0020428
C2348066,C0007129
C0003385,C0007137
C1260208,C0032914
C4519740,C0020179
C1306772,C0010417
C0058978,C0585442
C0002083,C0235025
C0052759,C2937222
C1948068,C0275794
C0076840,C0151714
C0065636,C0030807
C0966107,C0027022
C0209368,C0037383
C0001551,C0345904
C0076110,C0175167
C3714572,C0003125
C1565316,C0421162
C0541315,C1290159
C0732165,C0024588
C0302210,C0022578
C0012968,C0027947
C4688584,C0020474
C0531104,C0002066
C1506770,C0003950
C0028127,C0030409
C0907402,C0036330
C0025629,C1262117
C0024472,C0221013
C0028351,C0020626
C0015772,C0206247
C0109002,C0000814
C3530172,C0276758
C1705480,C0036508
C2698692,C0040021
C2001572,C0026946
C0039542,C0041234
C0076660,C0026764
C1831731,C0033860
C0164155,C0339498
C0065841,C0039621
C0038670,C0342257
C2717561,C0031154
C0595726,C0039240
C0165703,C0269050
C0025629,C0152965
C0064164,C0010674
C1518041,C0271650
C0064263,C0038013
C4550350,C4288754
C0051510,C0221392
C1880288,C0024790
C0213404,C0040560
C0007299,C0035460
C0002333,C0747256
C0006400,C1527407
C0050559,C0271568
C0663351,C0276085
C0060277,C0333519
C3652604,C0034734
C3492889,C0006444
C0025815,C0000814
C0038317,C0017418
C0052762,C0393735
C4519194,C0040262
C0058181,C0162565
C0011817,C0598608
C0003209,C0013295
C2349941,C0019069
C1099776,C0700502
C3885068,C0034069
C0140591,C0032987
C0027679,C4721209
C0126120,C2747816
C4078709,C0750979
C0718043,C0039483
C0085237,C0043117
C2349941,C0694549
C2001867,C0011633
C0700580,C4510691
C0078956,C0018834
C0065841,C0155626
C0015506|1351,C0042514
C0035339,C0343532
C0015824,C0003872
C0025638,C0854248
C0813622,C0016053
C0031411,C0740394
C0051556,C0023886
C0004147,C1961099
C0531483,C0016665
C1997549,C0013595
C0085379,C0265110
C0062076,C0270736
C0126777,C0002395
C0257685,C0027927
C0069751,C0030848
C0039542,C0497327
C0071649,C0011884
C2698385,C0009806
C0018318,C0242383
C0024477,C0858321
C0006405,C0003962
C0008947,C0235950
C0055021,C5392833
C0772241,C0205944
C1144403,C0003469
C0015827,C0036916
C2607479,C0264716
C0048808,C0005940
C0301373,C0040460
C0012968,C1444173
C0006491,C0243001
C3653320,C0039103
C0302583,C0729587
C3179549,C0017531
C0025147,C0011880
C0016610,C0015230
C0066805,C0037769
C1330622,C0392618
C3652978,C0206141
C1176315,C1861172
C0018988,C1384589
C1134681,C0029882
C0011015,C0023860
C0076456,C0029453
C0040879,C0153188
C0028833,C0037317
C0013084,C0042133
C0529793,C0040053
C0064871,C0023269
C0001911,C1959799
C0058371,C0029396
C4726900,C1135868
C1172636,C0042510
C4519740,C0042485
C0034403,C0001627
C1099776,C0085207
C0069717,C0150055
C0142825,C0007138
C0042313,C3163899
C0070895,C0005743
C4080053,C0524909
C1142985,C0018190
C0014942,C0021167
C0006864,C0263283
C0023660,C0340354
C0014479,C0086651
C4317559,C0003868
C0673966,C0013384
C0000948,C0023281
C0038418,C0017531
C0282556,C0264490
C0018034,C0238298
C0376261,C0019088
C0014027,C0948896
C0035629,C0595921
C0076181,C0038358
C0031862,C0342882
C0029309,C0270736
C1176329,C0010481
C4720053,C0595921
C0048504,C0027051
C0080356,C0035344
C0054668,C0154639
C0042397,C4543165
C0008736,C0019572
C0036579,C0027609
C0041041,C0524688
C0042971,C0011606
C0065760,C0017665
C0012381,C0206526
C0004015,C0020476
C0017887,C0276653
C0732165|6750,C0149782
C1142985,C0041327
C3273754,C0238644
C0058389,C0042514
C0027603,C0039614
C0600203,C0008679
C4330903,C0002418
C0877880,C1321482
C0006280,C0030848
C0003385,C0024530
C3653320,C1527383
C0022265,C0949083
C0025147,C0019357
C4522682,C0016470
C0054040,C0558595
C0008947,C1609535
C0011786,C0007820
C0006050,C0149871
C4682397,C0149782
C0030800,C0002453
C0144576,C2747816
C0030817,C0396072
C3885614,C0003492
C0028027,C0022951
C0062941,C5192106
C4033631,C0012739
C2931927,C0018801
C0071809,C0017601
C0008290,C0014347
C0025153,C0001622
C0005308,C0027819
C1328071,C0239946
C1579410,C0549315
C0037663,C0040553
C0164398,C0238463
C0000981,C0009770
C0525678,C0442874
C0077071,C0153601
C0068485,C1562430
C0050175,C0150045
C2825286,C0040028
C0604284,C0151744
C0126174,C1719906
C4279587,C0006413
C0724579,C0010418
C3852217,C0085580
C2700226,C0014752
C2699179,C0043092
C0903411,C0151908
C3536876,C0006666
C0059772,C0339293
C4726799,C0026393
C0023863,C0002066
C0056391,C0027022
C1721300,C0024301
C0031990,C0024301
C0016383,C1828079
C0021547,C0349774
C0143083,C0042376
C0092801,C0008311
C0004259,C0686068
C0017245,C1828079
C1520059,C0085649
C0076275,C1320547
C0012306,C0079744
C0028116,C0042164
C0246421,C0877445
C1441129,C0037763
C0081787,C0242855
C1958126,C0038013
C0018165,C1562430
C0050458,C0403398
C0795635,C0024449
C0354100,C0033687
C3657824,C0023461
C0025217,C0476089
C0053105,C0573789
C1096768,C1264606
C0054094,C0038157
C0040125,C0729586
C0034403,C0007134
C0048470,C0020443
C0037556,C0027051
C0042210,C0001264
C0137996,C0162316
C1874451,C0010666
C0007404,C3163899
C0001465,C0040034
C0085272,C0005586
C0032334,C0948265
C0763530,C0234119
C1566537,C0018190
C0025681,C0011608
C0379200,C0019693
C0754647,C0149782
C0050521,C0017531
C0002555,C0152499
C2607479,C0010068
C0055775,C0153290
C0083381,C0035235
C0149368,C0016436
C1664205,C0221406
C0012201,C0006181
C0966500,C0034186
C0003524,C2733598
C0054340,C0234925
C0071143,C0272230
C0353697,C1997351
C0600296,C0033845
C0040373,C1536220
C4519194,C0153289
C0070694,C0751964
C0616274,C1623040
C4522682,C0751956
C0024472,C0520909
C0033487,C0267167
C4694272,C0152945
C0762662,C0009443
C0071105,C0270846
C0936139,C0025874
C0017845,C0085096
C0054259,C0020503
C0003448,C0238463
C0025643,C0276926
C2045867,C0011854
C0041536,C0858321
C0076829,C0269285
C2607886,C0340354
C0065879,C0018378
C1142985,C0600177
C4505508,C0582415
C0003289,C0003811
C0908935,C0008149
C0021747,C0730285
C2825721,C0087086
C0002403,C0730285
C0031447,C0340354
C1313616,C0031190
C0014806,C0005743
C2713595,C0001263
C0002144,C0423234
C0147037,C0011849
C2982078,C0243001
C0040879,C0149782
C0021734,C0035222
C0537670,C0014553
C0005088,C0010054
C0025242,C0010380
C5848169,C0034902
C0027358,C0017609
C0006050,C0700502
C0025611,C1290884
C0028066,C0428974
C2986924,C0155440
C0077539,C0687148
C0936148,C0010690
C0288165,C0024588
C0137984,C1318973
C0282386,C1276801
C0257343,C0079744
C0001268,C0041909
C0040866,C0021141
C2986924,C0237963
C0034417,C0280324
C0032483,C0085132
C2987429,C0027819
C0753183,C0004245
C0028193,C0042510
C4080009,C3875321
C0301375,C0011581
C0526058,C0339507
C2983876,C0023465
C0041030,C0039133
C4550368,C0013537
C4542165,C0040997
C0060825,C0346421
C1328071,C1145670
C0055900,C0040034
C4045494,C0343730
C1703334,C0004352
C0002575,C1720135
C0672596,C0264115
C0301304,C0014347
C0039663,C0014488
C2742797,C0729524
C1098261,C0151723
C0004743,C4038730
C0873165,C1096562
C0733796,C0009766
C0027603,C1328504
C0035629,C0023443
C0022860,C1303258
C0301304,C0269658
C0008838,C0022548
C1960121,C0272322
C0023726,C0751964
C0036442,C0020458
C0059623,C0018022
C0026400,C0040261
C0022265,C0025202
C0041009,C0155440
C0379149,C0280324
C0718495,C2711653
C0066685,C0027873
C0028127,C0035309
C0001641,C0271066
C4325235,C0034686
C4278675,C1720498
C0006686,C0040921
C1579268,C0339143
C0033607,C1262117
C0027329,C0007780
C0753678,C0030636
C0014479,C0032463
C0529793,C0019099
C0021027,C0029442
C3709760,C0035412
C0076295,C0024141
C0058218,C0007193
C0033306,C0011636
C0012191,C0021141
C0072916,C1704431
C4519118,C0458219
C0770343,C0009806
C3886731,C1260880
C0011777,C0275555
C0056391,C0028326
C0546859,C0153256
C0078442,C0729524
C0018304,C0003469
C2983838,C0085682
C4045511,C0751495
C0246330,C0342634
C0038687,C0022340
C0016368,C0006848
C0213404,C0746102
C0027368,C0277528
C4049065,C1632842
C1449680,C0018190
C0002679,C0400877
C0027679,C0333519
C2828245,C0000814
C0012471,C0476089
C0031408,C0030783
C1435444,C0026948
C0102118,C0271429
C0003286,C0233494
C0033568,C0035086
C0034417,C0152965
C0796392|7422,C0005138
C1176316,C0026705
C0054670,C2931187
C0065152,C0585442
C0008783,C3661933
C0033743,C0014550
C0039629,C1739363
C0054672,C1142132
C0031408,C0686510
C0055711,C0043116
C0537439,C0424620
C0304497,C0234974
C0031862,C0264716
C0058379,C0023890
C2713595,C0016470
C0069392,C0162311
C0078844,C0041952
C0006684,C1827301
C2745274,C0036323
C0006644,C1960870
C4329353,C0038463
C4724806,C1319317
C0520442,C0023479
C0966500,C0267176
C1456408,C0002453
C4045497,C0349543
C0015689,C0014733
C0025760,C1868889
C0065636,C1828079
C0052761,C0034902
C4535718,C0025281
C4079805,C0013312
C0002502,C0043515
C0013085,C0031946
C0054259,C0341503
C0022625,C0018621
C0003639,C0276085
C2699758,C0741292
C0076456,C0347950
C4056439,C0267919
C1693912,C0948896
C0003442,C0042571
C0074710,C0151636
C0030576,C0031190
C0071836,C0275979
C0068475,C0029396
C0907349,C0031099
C0033568,C0007847
C0085228,C1320547
C0004975,C0740394
C0011182,C0238052
C0010976,C0276088
C0002932,C0549398
C0030140,C0032897
C0055015,C0342938
C0675175,C0038218
C3502471,C0020621
C0071810,C0020538
C0074391,C0582415
C0663448,C0010308
C0038633,C0153227
C0165603,C0333519
C4043480,C0456107
C4519728,C0342634
C0001641,C0007194
C0025033,C0002395
C0759933,C0031511
C0030054,C0524909
C1134681,C0025202
C0030032,C0035468
C1138226,C0014549
C0054235,C0000810
C0008318,C0042900
C0022252,C0033975
C0008318,C0023269
C0076195,C0025293
C3273719,C0267509
C4542175,C0005586
C0000477,C0013595
C0376541|2056,C0948265
C0027866,C0349636
C0025386,C0010200
C0042874,C0151744
C0060201,C0027819
C0001655,C0017612
C4310578,C0010043
C0076126,C0412842
C2700226,C0008312
C4330903,C0006287
C0051809,C0042870
C0243237,C0577690
C0208216,C0159020
C3492889,C0010418
C0012341,C0031046
C0009905,C0019572
C0042890,C0040038
C0302210,C0276026
C2698692,C0005587
C0140594,C0020619
C0011182,C0042548
C0064113,C0030193
C0053111,C0019069
C0008283,C0243002
C0041044,C0038013
C0071809,C0025323
C0056391,C0002736
C0064263,C0042870
C0040125,C0040262
C0041044,C0276085
C2353893,C0159020
C4279743,C0338395
C0057301,C0003868
C1872203,C0015397
C0002645,C0700502
C0600370,C0030567
C3273430,C0149721
C0001644,C0020615
C0024808,C0041343
C0013162,C0018021
C0350998,C0039503
C0066928,C0393772
C2744960,C0206525
C0903411,C0426639
C0123903,C4288754
C0022265,C0008312
C0015133,C0022660
C0108121,C0022104
C0028027,C0598608
C0718043,C0349649
C0071808,C0040188
C0053230,C0011581
C0013227,C0241961
C2350948,C0005716
C0039871,C0025874
C2826076,C0006114
C0060926,C0038013
C0287721,C0519030
C0379135,C0032371
C4079208,C0018022
C4519199,C1134719
C0025152,C0031572
C0013618,C1282500
C0041190,C0002986
C0937932,C0278678
C1876229,C0520777
C3501358,C0156677
C0037533,C0240066
C0034392,C0162533
C0533545,C0340354
C0022487,C0154731
C0062068,C0085631
C0054201,C0263338
C0002598,C0085436
C0529351,C0342907
C0043328,C0040264
C0057610,C0595921
C0005311,C1619734
C0030080,C0040250
C0050451,C0343886
C0114771,C1998329
C1739462,C0002418
C0003143,C1262117
C0051241,C0270549
C0013084,C0524688
C1456408,C0406526
C3859426,C0042485
C0025386,C0341558
C0246269,C0275804
C0032623,C0342527
C3851350,C0031154
C0022322,C0702166
C0076181,C0206247
C0017642,C0206526
C0070072,C0036916
C0038317,C0272286
C4079904,C0001627
C0003779,C0272373
C0527038,C0042164
C0034403,C0153188
C0220821,C0206504
C0718050,C0271152
C1136535,C0016204
C0673470,C1321482
C2348248,C0035439
C0023607,C0026948
C0008196,C0038454
C0031979,C1260880
C0025826,C0043352
C0032912,C1260911
C0004975,C0264716
C0058181,C0013369
C0379881,C0231403
C0003308,C0241705
C0771040,C1318559
C0003596,C0234974
C4055417,C0002453
C0017631,C0023786
C3529352,C1142132
C0033602,C0740394
C0018061,C0085109
C0102139,C0017536
C0757422,C0011991
C0074676,C0342826
C0530801,C0162565
C0043491,C1720538
C0732165,C2215257
C2698764,C0029001
C0248719,C0019099
C0006686,C0155440
C0063077,C0030809
C0065152,C0520679
C0059714,C0311375
C0075870,C0018671
C0040349,C0019099
C0164815,C0030636
C0005578,C0017574
C0033743,C0037383
C0015840,C0152068
C3657824,C0008582
C0771957,C2936328
C0087161,C0041228
C0074714,C0268381
C3896940,C0162533
C0027373,C1273489
C0006686,C0013884
C0059874,C0339317
C0149368,C0153256
C1456409,C0032797
C0893761,C0151317
C0020789,C2936328
C0290883,C0016034
C4044947,C0154246
C0033254,C1318543
C0015620,C0270458
C0796545,C0151908
C0025631,C0002963
C0010980,C0153195
C0070325,C0267167
C0175022,C0221074
C1101838,C0042900
C0244821,C0001264
C0007550,C0205944
C0071810,C0275793
C0004499,C0019243
C0007158,C0042847
C0025840,C0011881
C0038745,C0033578
C1260208,C0034067
C0069833,C0276758
C4287815,C0010308
C0001046,C0022661
C0070709,C0155213
C0054235,C0854328
C0035100|5972,C1827687
C0012133,C0026847
C0003015,C0013428
C0531104,C0588233
C4055433,C0022340
C1876226,C0338437
C4084478,C0041341
C0027368,C0341503
C2003424,C0011848
C0040979,C0040560
C0008793,C0040147
C0074710,C0038218
C0173083,C0035335
